ID_Cabang,Nama_Cabang,URL_Maps,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Kategori,Jam_Operasional,Telepon,Website,Status_Tempat,Status_IMB,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Halal,Tingkat_Sengketa,Sewa_Tahunan_IDR,Tingkat_Sengketa_Encoded,Status_IMB_Encoded,Status_Halal_Encoded,Kategori_Encoded,Prediksi_Tingkat_Sengketa
GCN-0311,Mie Gacoan Colomadu,https://www.google.com/maps/place/Mie+Gacoan+Colomadu/data=!4m7!3m6!1s0x2e7a159ca9ac2011:0x2a875d0b15b428d5!8m2!3d-7.5440297!4d110.7703651!16s%2Fg%2F11sht0rflj!19sChIJESCsqZwVei4R1Si0FQtdhyo?authuser=0&hl=id&rclk=1,"Jl. Adi Sucipto No.43, Kenaiban, Manahan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174",Kabupaten Karanganyar,Jawa Tengah,4.7,34,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-05-02,717,Tersertifikasi,Low,650000000,0,0,2,0,Low
GCN-0312,Mie Gacoan Kartasura,https://www.google.com/maps/place/Mie+Gacoan+Kartasura/data=!4m7!3m6!1s0x2e7a151ab5ee4155:0xdda07fc9388e16b7!8m2!3d-7.5660284!4d110.773488!16s%2Fg%2F11spmqhybz!19sChIJVUHutRoVei4RtxaOOMl_oN0?authuser=0&hl=id&rclk=1,"Jl. Slamet Riyadi No.368, Dusun I, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161",Kabupaten Sukoharjo,Jawa Tengah,4.7,14,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2027-02-19,279,Tersertifikasi,Low,350000000,0,0,2,0,Low
GCN-0313,Mie Gacoan Karanganyar,https://www.google.com/maps/place/Mie+Gacoan+Karanganyar/data=!4m7!3m6!1s0x2e7a19003ada65d5:0x6627e031e1063eae!8m2!3d-7.6009341!4d110.9636806!16s%2Fg%2F11x22xc20w!19sChIJ1WXaOgAZei4Rrj4G4THgJ2Y?authuser=0&hl=id&rclk=1,"Jl. Lawu No.176, Titang, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",Kabupaten Karanganyar,Jawa Tengah,4.8,34,Restoran Mie,10.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-04-28,0,Tersertifikasi,Low,260000000,0,0,2,0,Low
GCN-0314,Mie Level Gacoan Gober Home Made Karanganyar,https://www.google.com/maps/place/Mie+Level+Gacoan+Gober+Home+Made+Karanganyar/data=!4m7!3m6!1s0x2e7a196d246afd49:0xde1ccda29842474f!8m2!3d-7.5930396!4d110.9460128!16s%2Fg%2F11vrkvpq4p!19sChIJSf1qJG0Zei4RT0dCmKLNHN4?authuser=0&hl=id&rclk=1,"Rt.01/Rw.03, Cangakan Timur, Cangakan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57712",Kabupaten Karanganyar,Jawa Tengah,4.7,34,Restoran Mie,Buka 24 jam,0896-8555-8390,gofood.link,Buka,Bermasalah,2027-05-24,373,Tersertifikasi,Low,450000000,0,1,2,0,Low
GCN-0315,Mie Gacoan Sragen,https://www.google.com/maps/place/Mie+Gacoan+Sragen/data=!4m7!3m6!1s0x2e7a0300730ca60b:0x6f4ea0ac851b8407!8m2!3d-7.4215513!4d111.0342361!16s%2Fg%2F11yfjk6rzz!19sChIJC6YMcwADei4RB4QbhaygTm8?authuser=0&hl=id&rclk=1,"Jl. Raya Solo - Ngawi, Dusun Kebayanan Widodo 2, Sragen Wetan, Kec. Sragen, Kabupaten Sragen, Jawa Tengah",Kabupaten Sragen,Jawa Tengah,4.7,1,Restoran Mie,08.00 hingga 23.00,0895-2810-8349,Tidak Ada,Buka,Approved,2028-10-15,883,Tersertifikasi,Low,310000000,0,0,2,0,Low
GCN-0316,Mie Ala Gacoan,https://www.google.com/maps/place/Mie+ala+gacoan/data=!4m7!3m6!1s0x2e7a03cd976b4cf9:0xac6eab7798d3489d!8m2!3d-7.4341039!4d111.0434925!16s%2Fg%2F11t4x1gyr2!19sChIJ-Uxrl80Dei4RnUjTmHerbqw?authuser=0&hl=id&rclk=1,"Jl. Plumbungan Indah No.275 Blok K No 274, Jerik, Karangmalang, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57222",Kabupaten Sragen,Jawa Tengah,5.0,1,Restoran Mie,Buka 24 jam,0822-4333-3386,Tidak Ada,Buka,Approved,2028-07-01,777,Tersertifikasi,Low,250000000,0,0,2,0,Low
GCN-0317,Mie Gacoan - Batang,https://www.google.com/maps/place/Mie+Gacoan+-+Batang/data=!4m7!3m6!1s0x2e7025000d73c235:0xeeb4fc4d83e2e4ff!8m2!3d-6.898542!4d109.7382845!16s%2Fg%2F11msrhvbg4!19sChIJNcJzDQAlcC4R_-Tig038tO4?authuser=0&hl=id&rclk=1,"Jl. Re Martadinata No.006, Rt.002, Banyongsari, Karangasem Sel., Kec. Batang, Kabupaten Batang, Jawa Tengah 51216",Kabupaten Batang,Jawa Tengah,4.9,1,Restoran Mie,Buka 24 jam,0857-0138-9267,Tidak Ada,Buka,Approved,2027-12-22,585,Tersertifikasi,Low,650000000,0,0,2,0,Low
GCN-0318,Mie Gacoan Kudus,https://www.google.com/maps/place/Mie+Gacoan+Kudus/data=!4m7!3m6!1s0x2e70c5084433a389:0x30b069746922e017!8m2!3d-6.8071785!4d110.8282002!16s%2Fg%2F11sv1zg399!19sChIJiaMzRAjFcC4RF-AiaXRpsDA?authuser=0&hl=id&rclk=1,"Jl. Hm Subchan Ze, Purwosari, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59316",Kota Kudus,Jawa Tengah,4.1,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-05-20,4,Tersertifikasi,Low,300000000,0,0,2,0,Low
GCN-0319,Mie Gacoan Ungaran,https://www.google.com/maps/place/Mie+Gacoan+Ungaran/data=!4m7!3m6!1s0x2e7087671f09070f:0x7b6e418e33eff321!8m2!3d-7.147831!4d110.4082179!16s%2Fg%2F11v0y18d_d!19sChIJDwcJH2eHcC4RIfPvM45Bbns?authuser=0&hl=id&rclk=1,"Jalan Diponegoro B No.239 Kelurahan Genuk, Jl. Diponegoro No.235, Genuk Timur, Ungaran, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50512",Kabupaten Semarang,Jawa Tengah,4.6,1,Restoran Mie,Buka 24 jam,0821-3300-6261,Tidak Ada,Buka,Approved,2027-12-09,572,Tersertifikasi,Low,510000000,0,0,2,0,Low
GCN-0320,Mie Gacoan - Pemalang,https://www.google.com/maps/place/Mie+Gacoan+-+Pemalang/data=!4m7!3m6!1s0x2e6fdb0076d8d22b:0x1dee98c2d8522e8!8m2!3d-6.8896904!4d109.3827722!16s%2Fg%2F11wn0qgs5g!19sChIJK9LYdgDbby4R6CKFLYzp3gE?authuser=0&hl=id&rclk=1,"496M+44C, Jl. Jend. Sudirman, Pelutan, Kec. Pemalang, Kabupaten Pemalang, Jawa Tengah 52312",Kabupaten Pemalang,Jawa Tengah,4.7,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-05-05,354,Tersertifikasi,Medium,300000000,1,0,2,0,Medium
GCN-0321,Mie Gacoan - Pekalongan,https://www.google.com/maps/place/Mie+Gacoan+-+Pekalongan/data=!4m7!3m6!1s0x2e702527c628dd63:0x5d7a9f268e2a263a!8m2!3d-6.9024229!4d109.6641872!16s%2Fg%2F11p_7z0_cp!19sChIJY90oxiclcC4ROiYqjiafel0?authuser=0&hl=id&rclk=1,"Jl. Urip Sumoharjo No.89, Podosugih, Kec. Pekalongan Bar., Kota Pekalongan, Jawa Tengah 51111",Kota Pekalongan,Jawa Tengah,4.7,1,Restoran Mie,09.00 hingga 21.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-02-19,644,Proses Perpanjangan,Medium,360000000,1,0,1,0,Medium
GCN-0322,Mie Gacoan Kebumen,https://www.google.com/maps/place/Mie+Gacoan+Kebumen/data=!4m7!3m6!1s0x2e7ab50017c23b9f:0xb6138972628b275a!8m2!3d-7.6651663!4d109.6535872!16s%2Fg%2F11wpsl9_jy!19sChIJnzvCFwC1ei4RWieLYnKJE7Y?authuser=0&hl=id&rclk=1,"Jl. H.M. Sarbini No.26, Kebumen, Bumirejo, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54316",Kabupaten Kebumen,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 22.00,0896-9954-4003,Tidak Ada,Buka,Bermasalah,2028-07-14,790,Tersertifikasi,Low,460000000,0,1,2,0,Low
GCN-0323,Mie Gacoan Banjarnegara,https://www.google.com/maps/place/Mie+Gacoan+Banjarnegara/data=!4m7!3m6!1s0x2e7aa9001345196f:0x7aeb983d69e1ac90!8m2!3d-7.3991919!4d109.6893385!16s%2Fg%2F11wn6cn340!19sChIJbxlFEwCpei4RkKzhaT2Y63o?authuser=0&hl=id&rclk=1,"Jl. Letjend Suprapto, Rt.04/Rw.08, Kutabanjarnegara, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah",Kabupaten Banjarnegara,Jawa Tengah,4.7,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-06-18,33,Tersertifikasi,Low,450000000,0,0,2,0,Low
GCN-0324,Mie Gacoan Boyolali,https://www.google.com/maps/place/Mie+Gacoan+Boyolali/data=!4m7!3m6!1s0x2e7a69c38653e761:0x174c8cb07901beaf!8m2!3d-7.5421561!4d110.6131617!16s%2Fg%2F11x8zm9_vt!19sChIJYedThsNpei4Rr74BebCMTBc?authuser=0&hl=id&rclk=1,"Jl. Boulevard Soekarno No.1, Wonosari, Kemiri, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57482",Kabupaten Boyolali,Jawa Tengah,4.5,1,Restoran Mie,09.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-07-02,47,Tersertifikasi,Low,800000000,0,0,2,0,Low
GCN-0325,Mie Gacoan Jepara,https://www.google.com/maps/place/Mie+Gacoan+Jepara/data=!4m7!3m6!1s0x2e711f0067716cc1:0x6ec7c9ba15f55165!8m2!3d-6.5911493!4d110.663572!16s%2Fg%2F11vypysvrg!19sChIJwWxxZwAfcS4RZVH1FbrJx24?authuser=0&hl=id&rclk=1,"Jl. Veteran No.38, Jobokuto Iii, Jobokuto, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59416",Kabupaten Jepara,Jawa Tengah,4.6,1,Restoran Mie,11.00 hingga 00.00,Tidak Ada,Tidak Ada,Buka,Approved,2027-01-01,230,Tersertifikasi,Low,150000000,0,0,2,0,Low
GCN-0326,Mie Gacoan Purworejo,https://www.google.com/maps/place/Mie+Gacoan+Purworejo/data=!4m7!3m6!1s0x2e7aeb004c2a7387:0x2b3648ce7f3a7bcc!8m2!3d-7.7130187!4d110.0170238!16s%2Fg%2F11yjy_l_d_!19sChIJh3MqTADrei4RzHs6f85INis?authuser=0&hl=id&rclk=1,"Jl. A. Yani No.102, Kedungputri, Baledono, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54118",Kabupaten Purworejo,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,sites.google.com,Buka,Approved,2027-12-24,587,Tersertifikasi,Low,350000000,0,0,2,0,Low
GCN-0327,Mie Gacoan Banyumas,https://www.google.com/maps/place/Mie+Gacoan+Banyumas/data=!4m7!3m6!1s0x2e655b31307c3d51:0x8559393db885cf5b!8m2!3d-7.51445!4d109.2962961!16s%2Fg%2F11wmz1fyxk!19sChIJUT18MDFbZS4RW8-FuD05WYU?authuser=0&hl=id&rclk=1,"Kabupaten Jl. Jenderal Gatot Subroto, Kedungter Lor, Kedunguter, Kec. Banyumas, Kabupaten Banyumas, Jawa Tengah 53192",Kabupaten Jl. Jenderal Gatot Subroto,Jawa Tengah,4.7,1,Restoran Mie,10.00 hingga 22.00,0896-7825-0129,Tidak Ada,Buka,Approved,2027-07-08,418,Tersertifikasi,Low,380000000,0,0,2,0,Low
GCN-0328,Mie Gacoan Temanggung,https://www.google.com/maps/place/Mie+Gacoan+Temanggung/data=!4m7!3m6!1s0x2e7a830035ffa9d3:0xd00862beb94cfbe9!8m2!3d-7.3156477!4d110.1863074!16s%2Fg%2F11m60bnxkf!19sChIJ06n_NQCDei4R6ftMub5iCNA?authuser=0&hl=id&rclk=1,"Jl. Sri Suwarno No.31, Banyuurip Barat, Banyuurip, Kec. Temanggung, Kabupaten Temanggung, Jawa Tengah 56211",Kabupaten Temanggung,Jawa Tengah,4.7,1,Restoran Mie,08.00 hingga 00.00,0896-7825-0043,Tidak Ada,Buka,Approved,2028-11-14,913,Tersertifikasi,Low,470000000,0,0,2,0,Low
GCN-0329,Mie Gacoan - Kendal Pemuda,https://www.google.com/maps/place/Mie+Gacoan+-+Kendal+Pemuda/data=!4m7!3m6!1s0x2e705d0043e60c47:0xac41891ec2e4f124!8m2!3d-6.923875!4d110.2024671!16s%2Fg%2F11x1tz945s!19sChIJRwzmQwBdcC4RJPHkwh6JQaw?authuser=0&hl=id&rclk=1,"Jl. Pemuda No.39, Kebondalem, Langenharjo, Kec. Kendal, Kabupaten Kendal, Jawa Tengah 51314",Kabupaten Kendal,Jawa Tengah,4.6,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-02-02,627,Tersertifikasi,Low,660000000,0,0,2,0,Low
GCN-0330,Mie Gacoan Brebes,https://www.google.com/maps/place/Mie+Gacoan+Brebes/data=!4m7!3m6!1s0x2e6fbb000e752a7d:0xeb238d3e72298993!8m2!3d-6.872071!4d109.0449497!16s%2Fg%2F11yck9dn6y!19sChIJfSp1DgC7by4Rk4kpcj6NI-s?authuser=0&hl=id&rclk=1,"42Hv+5Xg, Pesangrahan, Brebes, Kec. Brebes, Kabupaten Brebes, Jawa Tengah",Kabupaten Brebes,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-10-09,146,Proses Perpanjangan,Low,590000000,0,0,1,0,Low
GCN-0331,Mie Gacoan Klaten,https://www.google.com/maps/place/Mie+Gacoan+Klaten/data=!4m7!3m6!1s0x2e7a43a0fff87ce5:0x9a7ad16f8ae7a032!8m2!3d-7.6948155!4d110.6000085!16s%2Fg%2F11v66jw4tm!19sChIJ5Xz4_6BDei4RMqDnim_Repo?authuser=0&hl=id&rclk=1,"Jl. Mayor Kusmanto No.5, Tegaltalang, Semangkak, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57415",Kabupaten Klaten,Jawa Tengah,4.7,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-10-26,894,Proses Perpanjangan,Medium,800000000,1,0,1,0,Medium
GCN-0332,Mie Gacoan Demak,https://www.google.com/maps/place/Mie+Gacoan+Demak/data=!4m7!3m6!1s0x2e70eb0015e35057:0x3093d581169c55de!8m2!3d-6.8951315!4d110.6280152!16s%2Fg%2F11mdb36jpj!19sChIJV1DjFQDrcC4R3lWcFoHVkzA?authuser=0&hl=id&rclk=1,"4J3H+W6R, Jl. Sultan Hadiwijaya, Nogorame, Mangunjiwan, Kec. Demak, Kabupaten Demak, Jawa Tengah 59515",Kabupaten Demak,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,In Progress,2028-12-03,932,Tersertifikasi,Low,180000000,0,2,2,0,Low
GCN-0333,Mie Gacoan Grobogan - Purwodadi,https://www.google.com/maps/place/Mie+Gacoan+Grobogan+-+Purwodadi/data=!4m7!3m6!1s0x2e70b10043fdec1d:0x31e7ea008201ba16!8m2!3d-7.0934745!4d110.9134536!16s%2Fg%2F11x7csp773!19sChIJHez9QwCxcC4RFroBggDq5zE?authuser=0&hl=id&rclk=1,"Jl. R.Suprapto No.117, Jetis Selatan, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111",Kabupaten Grobogan,Jawa Tengah,4.7,1,Restoran Mie,09.00 hingga 22.00,0896-9954-4016,Tidak Ada,Buka,Approved,2026-07-05,50,Menunggu Audit,High (Butuh Eskalasi),660000000,2,0,0,0,High (Butuh Eskalasi)
GCN-0334,Mie Gacoan,https://www.google.com/maps/place/Mie+gacoan/data=!4m7!3m6!1s0x2e6fb9003c7ff829:0x97006a7ba01f4bb1!8m2!3d-6.8811524!4d109.125809!16s%2Fg%2F11vx6wc794!19sChIJKfh_PAC5by4RsUsfoHtqAJc?authuser=0&hl=id&rclk=1,"449G+G8M, Gg. Rama, Debong Lor, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52133",Kota Tegal,Jawa Tengah,4.7,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-09-22,860,Proses Perpanjangan,Low,290000000,0,0,1,0,Low
GCN-0335,Mie Gacoan Purwokerto,https://www.google.com/maps/place/Mie+Gacoan+Purwokerto/data=!4m7!3m6!1s0x2e655f4b2e15c697:0x8aa70d2081517e45!8m2!3d-7.4142053!4d109.2539947!16s%2Fg%2F11q9m90_z2!19sChIJl8YVLktfZS4RRX5RgSANp4o?authuser=0&hl=id&rclk=1,"Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53191",Kabupaten Banyumas,Jawa Tengah,4.5,10,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-10-18,520,Tersertifikasi,Low,520000000,0,0,2,0,Low
GCN-0336,Mie Gacoan Tidar Magelang,https://www.google.com/maps/place/Mie+Gacoan+Tidar+Magelang/data=!4m7!3m6!1s0x2e7a8f3e1b810153:0x83ac4989e4147c3d!8m2!3d-7.485988!4d110.2161834!16s%2Fg%2F11q1vpbr45!19sChIJUwGBGz6Pei4RPXwU5IlJrIM?authuser=0&hl=id&rclk=1,"Jl. Tidar No.44, Kemirirejo, Kec. Magelang Tengah, Kota Magelang, Jawa Tengah 59214",Kota Magelang,Jawa Tengah,4.7,25,Restoran Mie,09.00 hingga 22.00,Tidak Ada,instagram.com,Buka,Approved,2027-12-24,587,Proses Perpanjangan,Low,360000000,0,0,1,0,Low
GCN-0337,Mie Gacoan 2 Pekalongan,https://www.google.com/maps/place/Mie+Gacoan+2+Pekalongan/data=!4m7!3m6!1s0x2e70250067ad5777:0x40fdfbd25a46943!8m2!3d-6.8859061!4d109.669298!16s%2Fg%2F11vy46q0cg!19sChIJd1etZwAlcC4RQ2mkJb3fDwQ?authuser=0&hl=id&rclk=1,"Jl. Imam Bonjol No.55, Pabean, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51146",Kota Pekalongan,Jawa Tengah,4.7,1,Restoran Mie,Buka 24 jam,0857-0138-9267,Tidak Ada,Buka,Approved,2028-05-16,731,Tersertifikasi,Medium,190000000,1,0,2,0,Medium
GCN-0338,Mie Gacoan Blora,https://www.google.com/maps/place/Mie+Gacoan+Blora/data=!4m7!3m6!1s0x2e77410016afcf0b:0xdc7326568bff7d80!8m2!3d-6.9729634!4d111.4122469!16s%2Fg%2F11wx__pzgp!19sChIJC8-vFgBBdy4RgH3_i1Ymc9w?authuser=0&hl=id&rclk=1,"Jl. Mr. Iskandar No.21, Mlangsen, Jetis, Kec. Blora, Kabupaten Blora, Jawa Tengah 58214",Kabupaten Blora,Jawa Tengah,4.9,1,Restoran Mie,10.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-06-01,747,Tersertifikasi,Low,500000000,0,0,2,0,Low
GCN-0339,Mie Gacoan Cilacap,https://www.google.com/maps/place/Mie+Gacoan+Cilacap/data=!4m7!3m6!1s0x2e6513f1fbe9736f:0xd9d4a755bc3cf944!8m2!3d-7.7235411!4d109.0131524!16s%2Fg%2F11tm_txtyl!19sChIJb3Pp-_ETZS4RRPk8vFWn1Nk?authuser=0&hl=id&rclk=1,"Jl. S. Parman No.31, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53212",Kabupaten Cilacap,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-05-30,14,Tersertifikasi,Medium,500000000,1,0,2,0,Medium
GCN-0340,Mie Gacoan Teh Nining,https://www.google.com/maps/place/Mie+Gacoan+Teh+Nining/data=!4m7!3m6!1s0x2e655f3df62b5497:0xd0ada2ca7086cdc2!8m2!3d-7.4331502!4d109.2571813!16s%2Fg%2F11y34rztqt!19sChIJl1Qr9j1fZS4Rws2GcMqirdA?authuser=0&hl=id&rclk=1,"Jl. Sarwodadi Vi, Rt.01 Rw08/Rw.No.15A, Karanganyar, Purwokerto Kidul, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53147",Kabupaten Banyumas,Jawa Tengah,5.0,10,Restoran Mie,09.00 hingga 21.00,0882-1556-7823,Tidak Ada,Buka,Approved,2027-01-19,248,Tersertifikasi,Low,210000000,0,0,2,0,Low
GCN-0341,Mie Gacoan Salatiga,https://www.google.com/maps/place/Mie+Gacoan+Salatiga/data=!4m7!3m6!1s0x2e7a79ed40c3683d:0x5cd491a191dc13cd!8m2!3d-7.3315135!4d110.5022826!16s%2Fg%2F11r2qxr3_l!19sChIJPWjDQO15ei4RzRPckaGR1Fw?authuser=0&hl=id&rclk=1,"Jl. Sukowati No.51, Kalicacing, Kec. Sidomukti, Kota Salatiga, Jawa Tengah 50724",Kota Salatiga,Jawa Tengah,4.6,1,Restoran Mie,09.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2027-01-26,255,Tersertifikasi,Low,360000000,0,0,2,0,Low
GCN-0342,Mie Gacoan Bogor - Pabuaran Ciangsana,https://www.google.com/maps/place/Mie+Gacoan+Bogor+-+Pabuaran+Ciangsana/data=!4m7!3m6!1s0x2e6993001853da75:0x724c5ee277730fae!8m2!3d-6.3493214!4d106.9599697!16s%2Fg%2F11m5s3g6n4!19sChIJddpTGACTaS4Rrg9zd-JeTHI?authuser=0&hl=id&rclk=1,"Jl. Raya Ciangsana, Ciangsana, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16968",Kabupaten Bogor,Jawa Barat,4.8,8,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-05-05,0,Tersertifikasi,Medium,540000000,1,0,2,0,Medium
GCN-0343,Mie Gacoan Transyogi Cileungsi,https://www.google.com/maps/place/Mie+Gacoan+Transyogi+Cileungsi/data=!4m7!3m6!1s0x2e6995004f380f01:0x5090f7181a0a98b5!8m2!3d-6.4067506!4d106.9752425!16s%2Fg%2F11w2hnjnc9!19sChIJAQ84TwCVaS4RtZgKGhj3kFA?authuser=0&hl=id&rclk=1,"Jl. Raya Cileungsi - Jonggol, Cileungsi Kidul, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat,4.8,8,Restoran Mie,Buka 24 jam,0896-9954-4013,Tidak Ada,Buka,Approved,2028-03-05,659,Tersertifikasi,Medium,750000000,1,0,2,0,Medium
GCN-0344,Mie Gacoan Purbalingga,https://www.google.com/maps/place/Mie+Gacoan+Purbalingga/data=!4m7!3m6!1s0x2e655904d73203b5:0xf45630a59bd240d4!8m2!3d-7.3871073!4d109.3492889!16s%2Fg%2F11vks97n7c!19sChIJtQMy1wRZZS4R1EDSm6UwVvQ?authuser=0&hl=id&rclk=1,"Jl. Mt. Haryono, Desa_Karangsentul, Karangsentul, Kec. Padamara, Kabupaten Purbalingga, Jawa Tengah 53372",Kabupaten Purbalingga,Jawa Tengah,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-07-05,50,Proses Perpanjangan,Medium,430000000,1,0,1,0,Medium
GCN-0345,Mie Gacoan Pemda Cibinong,https://www.google.com/maps/place/Mie+Gacoan+Pemda+Cibinong/data=!4m7!3m6!1s0x2e69c10003ea2ac5:0x1805466b63aa49ca!8m2!3d-6.4820808!4d106.8296911!16s%2Fg%2F11xv87nd_5!19sChIJxSrqAwDBaS4RykmqY2tGBRg?authuser=0&hl=id&rclk=1,"Jl. Tegar Beriman No.41, Tengah, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16914",Kabupaten Bogor,Jawa Barat,4.9,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-11-02,535,Tersertifikasi,Low,650000000,0,0,2,0,Low
GCN-0346,"Mie Gacoan ""Mas Budi""",https://www.google.com/maps/place/Mie+Gacoan+%22Mas+Budi%22/data=!4m7!3m6!1s0x2e70b15139af6437:0xe0ca413c783f262a!8m2!3d-7.0884257!4d110.9105313!16s%2Fg%2F11sj9t__qp!19sChIJN2SvOVGxcC4RKiY_eDxByuA?authuser=0&hl=id&rclk=1,"Ww66+J6G, Jetis Barat, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111",Kabupaten Grobogan,Jawa Tengah,4.5,1,Restoran Mie,09.00 hingga 22.00,0813-2815-5169,Tidak Ada,Buka,Approved,2026-08-27,103,Tersertifikasi,Low,730000000,0,0,2,0,Low
GCN-0347,Mie Gacoan Bogor,https://www.google.com/maps/place/Mie+Gacoan+Bogor/data=!4m7!3m6!1s0x2e69c5b8f298740f:0x5c78b63307a54155!8m2!3d-6.5832353!4d106.8058375!16s%2Fg%2F11pzscknzw!19sChIJD3SY8rjFaS4RVUGlBzO2eFw?authuser=0&hl=id&rclk=1,"Jl. Raya Pajajaran No.63, Rt.04/Rw.13, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",Kota Bogor,Jawa Barat,4.7,5005,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2026-10-19,156,Menunggu Audit,Medium,740000000,1,2,0,0,Medium
GCN-0348,Mie Gacoan Dan Seblak Gacor,https://www.google.com/maps/place/Mie+gacoan+dan+seblak+Gacor/data=!4m7!3m6!1s0x2e70dfae5c691d61:0xe59923cc3bcb1b1!8m2!3d-6.6903313!4d110.7161293!16s%2Fg%2F11kpk681gq!19sChIJYR1pXK7fcC4RsbG8wzySWQ4?authuser=0&hl=id&rclk=1,"Rw. 2, Pulodarat, Kec. Pecangaan, Kabupaten Jepara, Jawa Tengah 59460",Kabupaten Jepara,Jawa Tengah,4.5,1,Restoran Mie,11.00 hingga 21.00,0856-4304-8623,Tidak Ada,Buka,In Progress,2026-06-07,22,Menunggu Audit,Low,530000000,0,2,0,0,Low
GCN-0349,Parkir Mie Gacoan,https://www.google.com/maps/place/Parkir+mie+gacoan/data=!4m7!3m6!1s0x2e6fb9000417e373:0xcea967da223ac6b6!8m2!3d-6.8749711!4d109.1271636!16s%2Fg%2F11ylxt2ly3!19sChIJc-MXBAC5by4RtsY6Itpnqc4?authuser=0&hl=id&rclk=1,"Jl. Kompol Suprapto No.91, Kemandungan, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52133",Kota Tegal,Jawa Tengah,5.0,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-06-20,766,Tersertifikasi,Low,350000000,0,0,2,0,Low
